basin_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
4070805100.0,-1.2801913,0.5337075,3.25793,1.7427795,-0.9800764,2.2239099,-4.8975954,3.134312,1.0638148,-4.5182962,-1.2041429,2.061035,-1.4556805,-1.2578183,3.8870773,-1.0766375,-3.0012834,-1.0784326,1.452488,-5.1889358,3.8401628,-1.3249123,3.7549198,0.36507657,2.2222464,1.3034099,-0.4339959,-0.55344105,3.5748234,6.2548833,2.7077937,-1.2137433,1.1967715,-3.830616,2.825633,1.8845278,-4.174018,-0.28298518,-1.7300173,1.2264206,0.7667298,-1.8662095,3.5862556,2.0814936,0.8472454,2.2897952,1.039367,-0.5297717,0.54454976,0.2387767,-1.4749945,-1.1572272,-3.1796901,-1.5195547,1.4912521,4.3953176,-0.3682497,2.4599464,0.13101546,1.6210761,-2.3493495,2.9425752,1.8946697,1.5913838
4070915780.0,-2.243556,2.8841498,1.266318,3.577327,-2.7227304,-0.45782408,-1.9383539,3.055283,3.946267,-0.6975584,-0.2459288,4.4881244,-3.493612,1.4334917,3.1528828,-1.6977141,-0.9988607,0.6225403,2.2773118,0.19306624,5.8312306,1.1136214,2.898676,-2.1104724,1.8244922,0.48834118,-2.3056383,-3.7197087,4.1390476,5.764826,3.1833541,2.6728191,2.405114,-1.7346561,-0.93410337,-2.407551,0.016371693,1.2174671,-1.1888736,-2.4599087,1.16491,-3.5614421,0.18164021,-1.6448084,-0.092261985,1.92104,1.3120812,0.70121574,-3.6528559,-3.0088837,-2.9732912,2.312549,-1.9023944,-2.3858218,-0.53502977,1.784383,-0.11091857,4.4930015,0.21391194,1.3857512,1.0107083,-1.2711598,-2.3464544,1.4273798
4070830780.0,-2.2440941,1.3044957,2.5293322,2.3674526,-1.2941257,0.35645625,-2.8032808,3.0269735,2.6255565,-2.1755636,0.07312423,3.9585056,-2.6093001,-0.3048718,3.1957574,-1.0441239,-1.9379983,0.36284655,1.7457265,-2.2031374,4.2940574,0.524538,2.3804908,-1.4189126,1.4820417,0.7737447,-2.4239209,-2.491591,3.0648084,5.3812437,3.4559143,1.402592,1.6762009,-2.0561092,0.4423735,-0.81757903,-1.6909208,0.21428725,-1.9140419,-0.86306137,0.22527279,-1.9430016,1.6719807,0.43123803,-0.64028037,1.5675658,1.2868412,-0.30809447,-2.2456682,-1.7520299,-2.068277,1.0264711,-2.214553,-1.8609413,0.6543177,3.125809,-0.5866604,2.9316642,-0.44782597,1.1963443,-0.65673983,0.6680918,-0.34361663,1.3208277
4070855110.0,-2.419184,2.9703534,1.3939853,3.424839,-2.6013455,-1.1044244,-1.3388014,2.936956,4.191094,-0.29707286,0.17843944,5.2023196,-3.7866876,1.3312461,2.755542,-1.6372101,-0.8058096,1.2359642,2.4250004,0.76589715,5.7888813,1.4291492,2.4938285,-2.3591316,1.6882164,0.478694,-2.848387,-4.1877985,3.7437081,5.3816705,3.4339526,3.1240306,2.4786835,-1.0029124,-1.458533,-3.0568979,0.63761896,1.2400876,-1.6175176,-2.7544532,0.8102697,-3.1286547,-0.27538127,-1.8809674,-0.7665892,1.6975073,1.0976758,0.42844605,-4.23666,-3.6036918,-3.139118,2.8953838,-1.539984,-2.3773844,-0.5322022,1.6519378,-0.4049827,4.2860003,0.088024154,1.3162662,1.3155003,-1.721491,-2.6237578,1.2679789
4070895600.0,-2.400128,3.0080018,1.3632494,3.4431336,-2.5760345,-1.1845386,-1.2520787,2.957412,4.203285,-0.22538698,0.22168583,5.2728214,-3.8788927,1.3507274,2.6921551,-1.6244498,-0.75780773,1.2913096,2.4479008,0.8776561,5.789263,1.4527006,2.4556062,-2.4093711,1.623495,0.42254457,-2.8957894,-4.279297,3.7439487,5.38612,3.4272585,3.207057,2.4912355,-0.9837255,-1.5326751,-3.1348433,0.76281905,1.3099785,-1.612556,-2.8451657,0.78961676,-3.073445,-0.30068776,-1.8685362,-0.8492769,1.6890813,1.1121452,0.47084358,-4.3479257,-3.7114112,-3.1473181,3.0116563,-1.5390004,-2.4077523,-0.5443496,1.654718,-0.4738742,4.2980776,0.025540212,1.2853421,1.4058867,-1.7535207,-2.6810892,1.2201078
4070897340.0,-2.2746606,2.9631522,1.281472,3.5430555,-2.546908,-0.96321696,-1.479839,3.061096,4.0299325,-0.36419433,0.100928366,4.9667697,-3.8582752,1.3443879,2.8172734,-1.6146892,-0.83171785,0.9817183,2.3668044,0.6309636,5.775293,1.2561215,2.5779057,-2.3387065,1.5383052,0.34829372,-2.689853,-4.1497073,3.9503229,5.633256,3.2876883,3.0584857,2.429532,-1.4085131,-1.3160181,-2.8549283,0.5503989,1.3783069,-1.376075,-2.781045,0.90564907,-3.165934,0.0046133175,-1.6086886,-0.62921983,1.7736963,1.2793009,0.69793457,-4.1866775,-3.5354757,-3.043505,2.8459418,-1.7580439,-2.4536347,-0.49438864,1.7812185,-0.47211498,4.393414,-0.05417835,1.2571118,1.3270773,-1.4606091,-2.5641303,1.2331269
4070855950.0,-2.2743268,2.855267,1.3309008,3.5066679,-2.6202931,-0.6158492,-1.8010471,3.0443604,3.948535,-0.6375516,-0.11320932,4.657747,-3.583076,1.3348336,3.0378592,-1.6447294,-0.97974914,0.7621189,2.2881544,0.26265663,5.761155,1.1590564,2.7580106,-2.1710095,1.736709,0.46198508,-2.454909,-3.82787,4.018027,5.6830883,3.2505908,2.7664127,2.388393,-1.6010232,-1.0258925,-2.5196502,0.1432631,1.2185619,-1.3090544,-2.5143416,1.0328546,-3.3673007,0.14184085,-1.586958,-0.30537233,1.8508925,1.2841879,0.64500093,-3.791511,-3.1448212,-2.973943,2.451458,-1.8414247,-2.378901,-0.48521307,1.8236234,-0.24024852,4.3977776,0.11901735,1.3420794,1.0494984,-1.2934464,-2.3488014,1.3670951
4070747320.0,-1.3599386,-0.8148783,4.541796,0.24846917,1.0798727,0.8573072,-3.9914684,3.0308838,0.048028175,-4.5768185,0.47932714,3.3357434,-1.9396538,-3.192161,2.404838,-0.031749748,-3.1603885,-0.043405,0.8540872,-5.800509,2.2461348,-1.4546992,1.7860409,-0.29611102,0.69018704,1.2730602,-2.0807168,-1.0785358,1.3708941,4.8823333,3.178665,-1.1850182,0.13599136,-2.9795299,2.7144153,1.6504318,-3.5585554,-0.80068886,-2.8983727,1.4019136,-1.2527105,1.0198028,4.0841665,3.988074,-1.6451439,1.2475116,1.0351768,-1.6125543,0.110764,-0.019547885,-0.6735335,-0.9790375,-2.8284824,-0.93537354,2.6475363,5.5400596,-2.1661701,0.2562967,-1.535888,1.0791104,-2.9183939,3.8675413,3.2000444,1.0652977
4070766840.0,-2.837001,1.8323498,2.7152677,2.2927353,-1.6159095,-0.81734264,-1.7440976,2.7401927,3.6597319,-1.290458,0.6019855,5.5364885,-3.0915396,0.0652342,2.7288125,-1.2258177,-1.4563535,1.7197633,2.2722576,-0.7637507,4.7572675,1.475117,1.9716475,-1.9904592,1.7764813,0.96738505,-3.4285007,-3.4735105,2.460624,4.70934,4.060138,2.4138033,2.1341968,-0.2769883,-0.771184,-2.4143984,-0.45306554,0.28031164,-2.7959263,-1.5447526,-0.08225001,-1.7776383,0.23279643,-0.92870533,-1.5848836,1.2687734,0.72966224,-1.0870208,-3.3870537,-2.9256904,-2.7644281,2.111293,-1.3691785,-1.8941525,0.28524905,2.4793978,-0.6141623,2.8908637,-0.19890271,1.3242464,0.07195167,-0.8573668,-1.2730323,1.1951357
4070878220.0,-2.2102516,3.3170671,1.0153468,3.7430234,-2.6424618,-1.564949,-0.87807363,3.0899882,4.2838554,0.22494408,0.36892855,5.408537,-4.3507695,1.5626884,2.482805,-1.6514482,-0.5043461,1.272186,2.4970427,1.491515,5.9686923,1.4471418,2.38019,-2.6506577,1.2724615,0.12454106,-2.96421,-4.7483993,4.0302873,5.589915,3.261505,3.6287348,2.5612519,-1.1542898,-1.9028327,-3.5191808,1.3681896,1.7394077,-1.3200028,-3.4026928,0.84628475,-3.1216824,-0.36975035,-1.8890934,-0.9858553,1.7031332,1.2801193,1.0003779,-4.9063573,-4.24634,-3.2155616,3.551016,-1.6209679,-2.6223116,-0.67830175,1.5324987,-0.74997234,4.6204324,-0.21242954,1.1435622,1.9374175,-1.919982,-3.1264849,1.072175
4070808810.0,-2.2733712,2.7812006,1.3826143,3.4462173,-2.5674462,-0.57804126,-1.841362,3.0307035,3.8876097,-0.7007523,-0.10872932,4.6213408,-3.526392,1.2617645,3.0396674,-1.6183633,-1.0228131,0.7444695,2.2581897,0.15176225,5.690486,1.1346811,2.7325964,-2.1305797,1.7323997,0.47595844,-2.4480088,-3.7582967,3.9622118,5.6518307,3.2580628,2.700898,2.3478045,-1.6063792,-0.9621511,-2.4451725,0.058564667,1.1638571,-1.3370434,-2.434409,0.99417204,-3.3058937,0.20111087,-1.5097873,-0.31173557,1.8279122,1.2780831,0.59565276,-3.7150443,-3.0705087,-2.9328616,2.3800714,-1.8464595,-2.352838,-0.4390875,1.8694392,-0.24655865,4.3259487,0.10503813,1.3359082,0.9681294,-1.2155302,-2.2565055,1.3730732
4070744060.0,-2.7580953,1.5556238,2.8537707,2.0848022,-1.2998078,-0.8663178,-1.7223989,2.7353768,3.3737595,-1.390301,0.78559655,5.510006,-3.112009,-0.24985754,2.5838163,-1.0826187,-1.5264425,1.7057041,2.1725283,-1.0109532,4.4351687,1.3588052,1.7357455,-1.9316106,1.5404925,0.8795379,-3.4997466,-3.398942,2.2584138,4.6392503,4.0482287,2.3163252,1.9467442,-0.32937014,-0.6534199,-2.264539,-0.5396126,0.26158643,-2.8845077,-1.4230971,-0.2953473,-1.3569491,0.5240691,-0.4822588,-1.8152856,1.1648619,0.73265207,-1.1155496,-3.3103013,-2.8769732,-2.581328,2.096652,-1.3872962,-1.8872466,0.5003772,2.6972954,-0.8764964,2.5860682,-0.4449941,1.2014967,-0.059778165,-0.5223895,-1.0002344,1.0715009
4070750870.0,-1.3966355,0.066028245,2.925735,1.4695863,1.1385323,-0.895619,-1.7672321,3.6265333,0.7612737,-1.6805372,2.1284883,4.4476566,-4.002144,-2.3564682,1.4477271,0.17062955,-1.9411641,0.583298,1.1342801,-2.1621296,2.2771134,-0.39991838,0.49419227,-1.7849004,-1.6878968,-0.35251102,-3.620637,-3.4791398,2.0264747,5.167503,3.1018279,2.1229405,1.0929694,-2.7985516,0.41014332,-0.6662901,-0.28481475,1.0745488,-2.2174408,-1.2979825,-1.552706,1.6041464,3.3282473,4.0768957,-3.5714633,0.98751444,1.9505383,0.17587188,-3.6058424,-2.9304683,-0.79169494,2.5492582,-2.6232538,-2.1593468,2.1296647,4.9086356,-3.5990832,1.0824797,-3.6639194,0.009062,-0.3830629,2.739076,0.4445428,-0.056416534
4070736160.0,-3.5929751,2.1401603,2.848104,2.073461,-2.0901303,-1.6227378,-1.137851,2.2154827,4.6076393,-0.79430044,0.8909443,6.5602016,-3.215311,0.32121232,2.533504,-1.4237034,-1.1693907,2.77799,2.6562407,0.22157407,5.2474337,2.3294308,1.8373587,-2.1856444,2.5606043,1.4541435,-3.914993,-3.798517,1.9825184,3.848328,4.4458013,2.8683403,2.3453143,1.3864189,-1.6306493,-3.6262538,0.19429186,0.006444309,-3.6606276,-1.5655545,-0.33237264,-2.0473952,-1.0211211,-2.5706666,-1.9276961,1.1202234,-0.1597314,-1.8332766,-3.7821777,-3.3593721,-3.3513284,2.6816278,-0.2977719,-1.6199981,-0.06946825,1.5911624,-0.26160973,2.6658502,0.57826704,1.7065107,0.20760979,-2.4013627,-1.8769854,1.3735696
4070051550.0,-3.2762754,2.4772055,2.468013,2.5052958,-2.4120314,-1.2644069,-1.3265833,2.4318976,4.580022,-0.69910836,0.46689144,6.0937843,-3.1801748,0.7821724,2.7530491,-1.5446777,-1.1253747,2.3255694,2.6210957,0.33876657,5.500564,2.115527,2.2031941,-2.1833553,2.5161657,1.2752922,-3.5233302,-3.8024251,2.5340047,4.296838,4.2185764,2.8726177,2.483924,0.68676096,-1.5237324,-3.3630488,0.16813435,0.25900415,-3.0424345,-1.9005222,0.12526314,-2.6134999,-0.956835,-2.5220914,-1.387289,1.3362298,0.20981537,-1.2538316,-3.8142583,-3.3205824,-3.34788,2.543186,-0.71603405,-1.8005123,-0.3187637,1.5632088,-0.07162906,3.282618,0.6369226,1.6508881,0.48091346,-2.2471058,-2.118442,1.4712372
4070053370.0,-1.5138326,-0.36402598,3.9352865,0.8921558,0.95734435,0.37708685,-3.2706335,3.3344793,0.5121166,-3.5833385,0.8429033,3.5964873,-2.6158738,-2.6936123,2.2782233,-0.065609075,-2.764997,0.12538843,1.0869848,-4.4425583,2.434802,-0.91158426,1.4196995,-0.82875645,0.14044642,0.8265017,-2.5721295,-1.8055164,1.8391644,5.1016617,3.3056731,-0.008074138,0.6034334,-2.9486814,1.8000493,0.76047766,-2.5483851,-0.24657437,-2.6019263,0.42053607,-1.1366252,0.8970027,3.7532778,3.725106,-2.0408423,1.0965345,1.4242729,-0.8087853,-1.2769533,-0.9645584,-0.86626995,0.2704898,-2.711001,-1.337495,2.2732246,5.089775,-2.2796245,0.83172953,-1.9830668,0.73708206,-1.9594417,3.2759638,2.0952024,0.6675092
4070061740.0,-2.2393334,-0.7543971,4.5108366,0.15762326,1.8096558,-2.1038644,-1.2967982,2.461546,1.5264487,-2.1806505,2.6255858,6.0776043,-3.845476,-3.3075445,1.0346189,0.41659734,-2.0396962,2.1542463,1.1737379,-2.9293094,2.013432,0.51388216,-0.4613482,-1.8150322,-0.56998855,0.41318792,-4.537068,-3.1452446,0.058139883,3.6657166,3.8557167,1.6675129,0.1976588,-0.28286228,-0.037416983,-1.6021752,-0.63425666,-0.3427698,-4.05434,-0.4103217,-2.9066513,2.2746077,2.3868537,2.688351,-3.9691944,0.0073360745,0.84602803,-1.7478844,-2.907649,-2.569052,-1.0028508,1.883329,-1.4520705,-1.4951665,2.421633,4.3195467,-3.1108181,-0.19168177,-2.477587,0.6058769,-1.6463354,1.5804164,1.4675391,0.11994495
4070766841.0,-2.1566594,2.2354162,1.7345493,3.1033843,-1.8974429,-0.46683258,-2.0190318,3.1406896,3.3027318,-1.0719893,0.18752927,4.464045,-3.4752545,0.5704922,2.9200082,-1.3161608,-1.2735856,0.5690963,2.0503626,-0.585837,5.063884,0.82511926,2.399349,-2.0060887,1.2543753,0.37256703,-2.5862577,-3.5406477,3.6548102,5.665946,3.2690609,2.4213026,2.048062,-1.9156238,-0.55364233,-1.9525037,-0.32593364,1.0350127,-1.4644425,-2.0746782,0.599584,-2.5276182,0.90980357,-0.4717781,-0.7159331,1.6702567,1.4298822,0.50508654,-3.4648404,-2.8717914,-2.5438752,2.1890838,-2.0784438,-2.276306,0.07658789,2.4551344,-0.708591,3.8063574,-0.45147184,1.1160042,0.56202483,-0.3648605,-1.6323249,1.1810027
4070053371.0,-2.4797096,2.5992684,1.6528038,3.2287276,-2.6719825,-0.20503953,-2.182021,2.8785095,3.9406762,-1.0777745,-0.32203993,4.506697,-3.0323179,1.201379,3.2953434,-1.6660612,-1.2218605,0.7707642,2.235422,-0.2914035,5.653581,1.2070427,2.8965628,-1.9100411,2.197391,0.8023466,-2.3431618,-3.3244708,3.7639124,5.444561,3.422092,2.3316615,2.3406107,-1.3793904,-0.6671045,-2.159227,-0.4812803,0.75842345,-1.5841713,-1.9540406,1.043083,-3.4736469,0.11712583,-1.7347645,-0.07478404,1.856796,1.0714835,0.099447995,-3.1751974,-2.576564,-2.938077,1.8582722,-1.7176391,-2.15259,-0.41747355,1.8572063,0.15397024,4.1389365,0.48105535,1.5338618,0.51226354,-1.2333794,-1.9601139,1.5790515
4070053372.0,-2.1937935,2.028796,1.8198595,3.1066358,-2.5941398,1.2212528,-3.4236906,3.051461,3.1782942,-2.3036454,-1.0154055,3.2364185,-2.246276,0.7989365,3.9580736,-1.6450207,-1.8976431,-0.24733973,1.9236912,-2.012512,5.332752,0.46166646,3.6639547,-1.1008779,2.484052,0.9958961,-1.3782939,-2.162966,4.19251,6.0227704,3.1407511,1.0585442,2.107327,-2.6630862,0.6927081,-0.5715203,-2.1720977,0.37817517,-1.155977,-0.871031,1.3428742,-3.7821286,1.3144466,-0.81256616,0.9079235,2.2801857,1.2338207,0.212988,-1.6763926,-1.2766103,-2.4612575,0.48371112,-2.3459623,-2.0891056,0.008935675,2.500175,0.5380198,4.082414,0.6987557,1.6412932,-0.5345825,0.13627055,-0.9318056,1.8515264
4070053373.0,-2.3138227,2.375535,1.6068997,3.3503647,-2.8569376,0.8305953,-3.1305032,3.0320127,3.5656822,-1.8326055,-0.9412506,3.5275948,-2.4410105,1.1593585,3.9041932,-1.7393055,-1.6098708,-0.08667259,2.0275447,-1.3372971,5.642276,0.69701177,3.540455,-1.4145951,2.516364,0.93996966,-1.5694222,-2.5505579,4.2831,5.942071,3.1813767,1.508523,2.2549396,-2.3673792,0.2459294,-1.1115006,-1.6222749,0.5723858,-1.1351279,-1.2882285,1.4737508,-4.0626073,0.8212063,-1.3654395,0.8330573,2.2277212,1.2722082,0.32547507,-2.1450515,-1.6300949,-2.6943147,0.9001731,-2.1635711,-2.1406574,-0.26127845,2.14833,0.6068345,4.3293,0.7564993,1.6703287,-0.15658285,-0.48796743,-1.4646423,1.8620741
