basin_id,cluster
4070025450,0
4070922800,4
4070842610,2
4070891490,4
4070826770,3
4070903120,0
4070844220,2
4070865260,4
4070842630,4
4070818150,1
4070805100,1
4070915780,0
4070830780,2
4070855110,0
4070895600,0
4070897340,0
4070855950,0
4070747320,5
4070766840,2
4070878220,0
4070808810,0
4070744060,2
4070750870,5
4070736160,0
4070051550,0
4070053370,1
4070061740,3
4070766841,2
4070053371,0
4070053372,4
4070053373,4
