basin_id,cluster
4070025450,0
4070922800,0
4070842610,2
4070891490,0
4070826770,5
4070903120,0
4070844220,4
4070865260,0
4070842630,0
4070818150,5
4070805100,4
4070915780,0
4070830780,2
4070855110,0
4070895600,0
4070897340,0
4070855950,0
4070747320,1
4070766840,4
4070878220,0
4070808810,0
4070744060,4
4070750870,1
4070736160,0
4070051550,0
4070053370,1
4070061740,3
4070766841,4
4070053371,0
4070053372,0
4070053373,0
